customer_id,name,email,age,registration_date,last_purchase_date,total_spent
603,Anna Johnson,anna.johnson@yahoo.com,35.001188262221845,2024-06-28,,0.0
604,Mark Anderson,mark.anderson@hotmail.com,38.55892326236366,2023-06-27,2023-07-17,11.97
605,Alex Smith,alex.smithgmail.com,48.13605963656332,2024-04-27,2024-09-09,33.38
606,Emma White,emma.white@,14.4961490342885,2024-07-04,2025-03-30,29.04
607,Sarah Taylor,sarah.taylor@outlook.com,53.688521808842914,2023-07-03,2023-07-19,5.26
608,Anna Wilson,anna.wilson@hotmail.com,41.244556710621424,2023-03-13,,0.0
609,Sophie Brown,sophie.brown@company.com,39.59698588453783,2024-08-26,2025-07-19,18.57
610,Sam Thomas,@sam.thomas.com,25.34288784057513,2020-10-24,2020-11-25,47.19
611,Unknown Customer,unknown@email.com,57.40669045174778,2020-09-27,2020-10-22,42.59
612,Julia Harris,julia.harris@hotmail.com,49.91881196575356,2024-01-30,2024-03-29,179.78
613,Alex Moore,alex.moore@gmail.com,42.652633966183,2021-12-06,2022-10-16,440.6
614,Anna Moore,anna.moore@gmail.com,40.398802752912715,2024-09-14,,0.0
615,David Johnson,david.johnson@hotmail.com,35.94683397373476,2021-05-05,2021-07-01,35.79
616,Mark Martin,mark.martin@company.com,29.463533423038527,2022-06-08,2022-08-01,9.62
617,David Johnson,david.johnson@hotmail.com,45.36735964723843,2022-01-15,2022-12-23,110.83
618,Jane Garcia,jane.garcia@yahoo.com,34.85931796148968,2022-01-15,,0.0
619,Lisa White,lisa.white@hotmail.com,20.161755963839937,2021-10-07,2022-08-07,46.65
620,John Harris,john.harris@company.com,43.10611997215742,2020-12-29,2021-10-29,264.62
621,Emma White,emma.white@outlook.com,28.90720036124292,2020-05-25,2020-05-31,48.63
622,Emma Thomas,emma.thomas@gmail.com,12.687040088644881,2024-01-20,,0.0
623,Alex Garcia,alex.garcia@,45.422118405434055,2024-01-20,,0.0
624,Lisa Moore,lisa.moore@.com,11.53166111214806,2021-05-05,2022-02-08,62.28
625,John Jackson,john.jackson@gmail.com,38.519299583123775,2023-08-12,2023-08-25,43.95
626,Jane Harris,jane.harris@gmail.com,26.08670186565549,2024-09-25,,0.0
627,John Smith,john.smith@gmail.com,36.81046245530564,2023-05-29,2023-10-30,551.67
628,Julia Smith,julia.smith@yahoo.com,39.56368210881853,2023-12-30,,0.0
629,Sophie Moore,sophie.moore@gmail.com,51.302994435413936,2020-08-31,2021-06-19,71.06
630,Lisa Taylor,lisa.taylor@hotmail.com,30.749854933571587,2022-11-15,2023-06-17,306.84
631,Sophie Johnson,sophie.johnson@hotmail.com,51.159721177213775,2022-11-06,,0.0
632,Sophie Taylor,sophie.taylor@company.com,19.865457777772292,2021-04-27,2022-01-05,35.41
633,Emma White,emma.white@outlook.com,46.671411712492905,2024-03-05,2024-04-05,150.53
634,Mark Moore,mark.moore@outlook.com,33.67357283590782,2023-05-15,2023-08-04,188.73
635,Alex Taylor,alex.taylor@gmail.com,48.085816698891676,2022-05-28,2023-01-17,37.12
636,Alex Johnson,alex.johnson@hotmail.com,49.398505805368195,2022-04-09,2022-05-15,204.0
637,Emma Johnson,emma.johnson@gmail.com,32.81729697783953,2022-01-28,2022-12-18,5.38
638,Sarah Garcia,sarah.garcia@gmail.com,36.65828764140818,2023-04-11,2023-04-20,86.86
639,Sam Taylor,sam.taylor@outlook.com,14.331879717562568,2023-07-31,2024-05-27,156.42
640,Sarah Moore,sarah.moore@gmail.com,11.800519140013122,2022-05-19,2023-01-11,19.58
641,Sophie Brown,sophie.brown@outlook.com,36.58623763417864,2024-04-05,2024-04-27,27.39
642,Unknown Customer,unknown@email.com,33.62339451050505,2022-09-28,2023-07-29,11.01
643,Julia White,@julia.white.com,37.79445569288301,2023-09-24,2024-05-11,12.6
644,Anna Taylor,anna.taylor@company.com,43.64926501805861,2020-11-28,2021-06-24,16.61
645,Alex Martin,alex.martingmail.com,52.39824223728019,2021-12-05,2022-02-08,202.18
646,Mike Taylor,mike.taylor@,17.886531574865884,2021-08-22,2022-06-19,18.05
647,Tom Anderson,tom.anderson@yahoo.com,54.547258707722904,2021-05-17,2021-10-16,2.93
648,David Taylor,david.taylor@yahoo.com,200.0,2020-10-29,2021-09-23,126.1
649,Unknown Customer,unknown@email.com,15.70526232285117,2024-09-15,2025-02-25,3.22
650,Lisa Johnson,lisa.johnson@yahoo.com,35.001188262221845,2020-07-13,,0.0
651,David Anderson,david.anderson@hotmail.com,55.77021855043968,2021-10-08,,0.0
652,Mike Harris,mike.harris@company.com,24.980595580547867,2021-10-08,,0.0
653,Mike Martin,mike.martin@hotmail.com,35.88339811554437,2021-02-16,,0.0
654,Sam Smith,sam.smith@gmail.com,33.34803403567659,2021-03-04,2022-01-07,52.7
655,John Garcia,john.garcia@hotmail.com,30.083789729383664,2024-02-13,2024-11-15,36.17
656,Sophie Martin,sophie.martin@hotmail.com,32.11234334755915,2023-10-06,,0.0
657,David Davis,david.davis@gmail.com,39.8520257315673,2022-07-04,2022-07-10,33.11
658,Julia Davis,julia.davis@hotmail.com,24.052460441806964,2020-03-21,2020-11-30,6.49
659,Jane Smith,jane.smith@gmail.com,26.20966779407273,2021-10-02,2022-07-24,105.23
660,Alex Davis,alex.davis@gmail.com,34.66060821551466,2022-01-26,2022-05-13,17.71
661,Unknown Customer,unknown@email.com,21.960056107652964,2024-02-13,2024-07-30,0.49
662,Sarah Johnson,sarah.johnson@gmail.com,35.001188262221845,2020-12-21,2021-03-13,179.58
663,Sarah Moore,@sarah.moore.com,30.27736552101033,2024-07-02,2024-07-14,114.56
664,Mike Brown,mike.brown@company.com,45.91994938545479,2024-06-02,2025-03-23,415.47
665,Tom Harris,tom.harris@hotmail.com,39.026314707496546,2021-03-14,2021-05-31,66.51
666,Jane Anderson,jane.anderson@yahoo.com,32.5344197644553,2020-07-23,2020-11-02,128.71
667,John Brown,john.brown@yahoo.com,35.001188262221845,2022-08-23,2023-06-19,23.16
668,Sarah Garcia,sarah.garcia@company.com,10.817796027707153,2023-07-27,2023-10-12,3.38
669,Anna Garcia,anna.garcia@yahoo.com,27.135469807187782,2020-09-22,,0.0
670,Chris Wilson,chris.wilson@hotmail.com,42.36955135340531,2023-12-27,2024-07-23,17.71
671,Tom Thomas,tom.thomas@company.com,24.569672257380773,2024-01-03,2024-03-27,118.1
672,Anna Martin,anna.martin@company.com,35.001188262221845,2020-06-06,2021-04-06,83.52
673,Emma Taylor,emma.taylor@outlook.com,23.324072039777477,2022-08-27,2022-12-21,37.31
674,Jane Taylor,jane.taylor@gmail.com,58.84005517487971,2024-08-19,2024-10-05,30.03
675,Mark Thomas,mark.thomas@yahoo.com,21.138930914728117,2021-10-20,2022-01-19,10.1
676,Jane Brown,jane.brown@company.com,29.961163965588913,2024-01-26,2024-08-31,36.25
677,Sam Smith,sam.smith@company.com,53.06578741653614,2021-07-03,2022-01-23,34.79
678,Emma Davis,emma.davis@outlook.com,35.001188262221845,2020-09-11,2020-09-13,379.96
679,Sam White,sam.white@hotmail.com,42.382093258264064,2020-04-04,2020-05-31,102.81
680,Lisa Garcia,lisa.garcia@outlook.com,38.10695297051331,2021-04-22,2021-06-19,67.01
681,Tom Jackson,tom.jackson@outlook.com,41.330180189067214,2020-07-08,2020-12-12,77.04
682,Alex Smith,alex.smith@outlook.com,44.53108013794484,2024-04-08,2025-01-22,535.75
683,Emma White,emma.white@hotmail.com,52.601892996857224,2022-04-15,2023-03-10,29.12
684,Alex Moore,alex.moore@gmail.com,22.08793219833307,2020-05-12,2021-02-01,23.47
685,Alex White,alex.white@yahoo.com,-1.0749331373161635,2021-05-24,,0.0
686,David Harris,david.harris@gmail.com,19.15771717001009,2021-02-13,2021-07-27,605.95
687,John Anderson,john.anderson@company.com,32.94513252253942,2023-08-09,2024-03-16,164.78
688,Anna Moore,anna.moore@yahoo.com,31.462490590729644,2023-02-12,2023-09-10,20.99
689,Tom Davis,tom.davis@yahoo.com,35.001188262221845,2020-09-15,,0.0
690,Jane Thomas,jane.thomas@gmail.com,23.75967824227362,2020-10-25,2021-01-19,633.86
691,Sarah Jackson,sarah.jackson@company.com,13.745634018141638,2021-07-14,2022-06-11,33.1
692,Unknown Customer,unknown@email.com,27.29631605237799,2024-03-04,2024-04-20,33.12
693,Lisa Wilson,lisa.wilson@hotmail.com,24.489299394208633,2024-03-04,,0.0
694,David Smith,david.smith@gmail.com,32.7028403692094,2024-01-01,2024-05-26,7.28
695,Julia Harris,julia.harris@yahoo.com,36.82291700871895,2020-08-08,2020-10-13,10.14
696,David Johnson,david.johnson@outlook.com,35.12241765709844,2021-02-14,2022-02-02,234.88
697,Mark Garcia,mark.garcia@hotmail.com,25.40008286365956,2021-04-12,,0.0
698,Jane Martin,jane.martin@gmail.com,31.757260171672545,2020-09-25,2021-02-05,44.94
699,Sam Anderson,sam.anderson@company.com,31.718068393631214,2024-08-25,2025-07-05,52.61
700,Jane Taylor,jane.taylor@outlook.com,47.767321354736765,2023-07-11,2023-07-19,379.92
701,Sarah Taylor,sarah.taylor@company.com,38.73795282426135,2021-07-06,2022-03-31,116.2
702,Unknown Customer,unknown@email.com,24.372052860125223,2021-10-22,2022-01-21,10.26
703,Jane Jackson,jane.jackson@company.com,34.06903050076983,2024-03-17,2024-12-31,321.85
704,Emma Johnson,emma.johnson@outlook.com,35.88835222809487,2020-07-12,2021-07-03,251.76
705,Chris Anderson,chris.anderson@gmail.com,22.04844875984415,2023-09-21,2024-03-26,45.14
706,Lisa Wilson,lisa.wilson@hotmail.com,50.455645994998335,2022-05-04,2022-05-15,8.04
707,Sam Johnson,sam.johnson@hotmail.com,11.275148313075729,2020-07-30,2020-10-03,95.7
708,Chris Jackson,chris.jackson@yahoo.com,48.00959704973361,2024-01-29,,0.0
709,Julia Johnson,julia.johnson@hotmail.com,37.79188645775543,2020-08-08,2021-01-05,13.23
710,Sophie Anderson,sophie.anderson@gmail.com,73.71357990703642,2023-06-26,2024-01-21,37.42
711,John Harris,john.harris@hotmail.com,35.001188262221845,2022-03-26,2022-11-08,41.5
712,Alex Garcia,alex.garcia@hotmail.com,39.55805842874209,2021-05-28,2021-08-21,14.75
713,John Brown,john.brown@outlook.com,33.40805100467216,2022-07-11,2023-05-30,410.85
714,Julia Wilson,julia.wilson@hotmail.com,39.05990226541496,2021-08-12,,0.0
715,Alex Jackson,alex.jackson@gmail.com,29.275511110678153,2024-08-03,,0.0
716,Jane Johnson,jane.johnson@hotmail.com,30.698568728154196,2023-06-13,2023-08-12,20.64
717,Sam Thomas,sam.thomas@yahoo.com,40.39529897251952,2021-05-17,2021-07-24,367.6
718,Alex Martin,alex.martin@yahoo.com,16.15025560233012,2022-06-20,2022-07-30,64.92
719,Tom Thomas,tom.thomas@company.com,41.848337792426534,2024-07-31,2024-10-05,6.82
720,Jane Martin,jane.martin@yahoo.com,43.01026535242809,2023-06-11,,0.0
721,Sarah Moore,@sarah.moore.com,24.99797552338954,2024-07-24,2025-06-26,46.19
722,Jane Johnson,jane.johnson@gmail.com,24.404057317989405,2022-08-27,2023-03-30,401.51
723,Chris Brown,chris.brown@company.com,35.001188262221845,2020-11-03,2021-04-01,43.65
724,John Anderson,john.anderson@yahoo.com,22.514434752568658,2020-06-10,2020-09-25,19.38
725,Chris Thomas,chris.thomas@company.com,23.858287635493376,2020-03-01,2020-03-10,233.48
726,John Harris,john.harris@gmail.com,35.001188262221845,2022-12-30,2023-10-06,16.58
727,Sam Wilson,sam.wilson@yahoo.com,33.53078224635904,2021-04-10,2022-01-25,0.79
728,Tom Thomas,tom.thomas@company.com,31.716202547863848,2023-05-29,2024-04-28,35.72
729,John Brown,john.brown@gmail.com,29.13489947144676,2021-06-16,2021-08-06,50.65
730,Sophie White,sophie.white@hotmail.com,28.43570898788408,2020-03-22,2020-09-05,36.44
731,Julia Garcia,julia.garcia@company.com,33.81658827631328,2024-03-25,2024-05-09,60.57
732,Julia Thomas,julia.thomas@yahoo.com,38.05496519172273,2023-07-10,2024-04-19,42.26
733,Sophie Anderson,sophie.anderson@gmail.com,48.26766212049334,2023-04-30,2023-05-27,14.29
734,Lisa Harris,lisa.harris@gmail.com,40.42787879557977,2020-01-26,2020-12-28,31.63
735,Unknown Customer,unknown@email.com,8.799812978842668,2021-05-22,2021-07-23,117.74
736,Anna Wilson,anna.wilson@gmail.com,29.68015075668571,2020-08-16,2020-12-15,356.38
737,David Harris,david.harris@gmail.com,33.068763742411164,2022-11-24,2023-08-28,9.17
738,Mark Taylor,mark.taylor@hotmail.com,42.61884573901919,2024-05-30,2024-09-22,11.62
739,Jane Harris,jane.harris@company.com,63.69865785189751,2022-01-30,2022-02-12,148.79
740,Tom Wilson,tom.wilson@yahoo.com,27.95573817978549,2024-05-11,2024-10-21,754.99
741,Chris Wilson,chris.wilson@hotmail.com,40.953108056922474,2022-11-01,2023-04-26,22.96
742,Alex Davis,alex.davisgmail.com,29.44850455938018,2024-06-15,2025-05-05,13.55
743,Sam Davis,sam.davis@yahoo.com,32.21570587500034,2023-03-05,2023-12-05,298.36
744,Lisa Brown,lisa.brown@yahoo.com,34.87186562880028,2020-03-26,2021-02-11,278.51
745,Tom Davis,tom.davisgmail.com,18.719143192925692,2023-09-09,,0.0
746,Sarah Garcia,sarah.garcia@gmail.com,34.21403502992329,2024-07-19,2024-10-14,2.38
747,Sam Harris,sam.harris@outlook.com,15.759849084095078,2022-11-10,2023-07-27,4.28
748,Sophie Davis,sophie.davis@gmail.com,22.20539934747557,2023-02-02,2023-07-30,11.23
749,Jane Smith,jane.smithgmail.com,63.54810816082511,2023-02-02,,0.0
750,Sophie Thomas,sophie.thomas@outlook.com,19.317801710539875,2021-06-11,2022-05-21,158.45
751,Chris Harris,chris.harris@hotmail.com,31.414155350892095,2022-01-31,2022-08-21,52.34
752,Tom Taylor,@tom.taylor.com,53.88094577031015,2023-01-03,,0.0
753,John Jackson,john.jackson@hotmail.com,41.697640676317384,2022-03-04,2022-09-14,77.47
754,Emma Davis,emma.davis@outlook.com,-1.5733277487231607,2020-11-14,2020-12-19,483.91
755,Lisa Taylor,lisa.taylor@outlook.com,29.91397493720748,2021-11-28,2022-08-18,5.59
756,Anna Anderson,@anna.anderson.com,31.88028813598119,2022-04-26,2023-01-30,19.92
757,Sam White,sam.white@hotmail.com,24.568345505509523,2020-02-11,2020-04-27,91.04
758,Unknown Customer,unknown@email.com,37.603673480442474,2024-03-10,2024-03-20,166.6
759,David Moore,david.moore@yahoo.com,23.629826316183298,2023-07-12,2024-04-17,27.51
760,Sophie Thomas,sophie.thomas@gmail.com,46.73600629005872,2022-08-26,2023-04-17,12.8
761,Emma Jackson,emma.jackson@outlook.com,16.84233469829828,2024-05-02,2025-02-21,270.3
762,Sophie Anderson,sophie.anderson@gmail.com,10.346717336148263,2023-01-23,2023-12-11,85.02
763,John Jackson,john.jackson@gmail.com,63.23710938693172,2023-09-21,2023-12-03,6.52
764,Sarah Johnson,sarah.johnson@company.com,41.228746683259104,2023-01-05,2023-08-26,484.38
765,Sarah Harris,sarah.harris@yahoo.com,23.27030435673517,2023-05-29,2023-12-21,105.29
766,Alex Johnson,alex.johnson@hotmail.com,42.797876624873886,2020-11-26,,0.0
767,Sophie Smith,sophie.smith@outlook.com,25.56721880417433,2022-02-09,2022-12-22,191.12
768,David Smith,david.smith@outlook.com,18.05777950013666,2024-07-18,2025-06-22,65.29
769,Jane Smith,jane.smith@outlook.com,32.13484736134102,2022-08-16,2022-11-07,18.29
770,John Moore,john.moore@yahoo.com,25.01010586123242,2022-09-12,2023-06-21,73.58
771,Unknown Customer,unknown@email.com,18.12231195158646,2023-11-22,2024-07-07,336.43
772,Anna Taylor,anna.taylor@hotmail.com,35.001188262221845,2022-01-16,2022-07-10,36.09
773,Sophie Thomas,sophie.thomas@yahoo.com,49.611603076792655,2021-03-30,2022-01-07,12.86
774,Tom Thomas,tom.thomas@company.com,23.972561370094134,2020-11-08,2020-12-28,2606.03
775,Jane Brown,jane.brown@yahoo.com,26.410390847102736,2022-04-13,2023-03-16,70.93
776,Jane Brown,jane.brown@company.com,32.07032100428803,2022-03-28,,0.0
777,Tom Taylor,tom.taylor@hotmail.com,23.534162032745673,2021-06-11,2021-06-24,72.23
778,Mark Taylor,mark.taylor@company.com,39.431972253873575,2020-02-11,2020-09-22,38.8
779,Julia Brown,julia.brown@outlook.com,14.426551355298116,2020-10-04,2021-01-02,89.45
780,Lisa Jackson,lisa.jackson@hotmail.com,36.88213092429774,2020-03-06,2020-04-10,0.92
781,Tom Garcia,tom.garcia@gmail.com,42.89523551303691,2022-10-16,2023-08-18,190.55
782,David Smith,david.smith@yahoo.com,47.54934981922838,2021-02-12,2021-02-15,133.92
783,Alex Anderson,alex.anderson@yahoo.com,31.411940455010487,2023-12-01,2024-05-13,282.64
784,Lisa Thomas,lisa.thomas@gmail.com,28.889986760900452,2021-10-12,,0.0
785,Tom Smith,tom.smith@gmail.com,35.001188262221845,2020-11-19,2021-03-15,73.35
786,Anna Wilson,anna.wilson@hotmail.com,50.17362188813726,2022-09-18,2023-02-07,36.12
787,David Anderson,david.anderson@gmail.com,30.41011809304586,2021-09-26,2021-11-11,291.89
788,Jane Brown,jane.brown@outlook.com,32.59903321031983,2022-12-20,2023-08-15,397.87
789,Tom Jackson,tom.jackson@company.com,27.88997727437693,2023-10-09,2023-12-09,35.24
790,Lisa Johnson,lisa.johnson@yahoo.com,35.001188262221845,2020-09-14,,0.0
791,Jane Moore,jane.moore@outlook.com,22.83958390890411,2021-03-21,2021-11-06,100000.0
792,Jane Taylor,jane.taylor@outlook.com,12.973443070540213,2022-10-20,2023-04-24,15.86
793,Emma Moore,emma.moore@outlook.com,35.02686501109163,2021-03-18,2022-03-10,222.36
794,Sarah Wilson,sarah.wilson@outlook.com,56.19572728467048,2020-09-21,,0.0
795,Sam Thomas,sam.thomas@company.com,200.0,2023-12-05,2024-10-27,223.53
796,Sophie Garcia,sophie.garcia@company.com,28.97460584163146,2022-09-28,2023-07-25,18.76
797,Chris Harris,chris.harris@hotmail.com,35.001188262221845,2024-05-15,2025-02-24,78.77
798,Anna Anderson,anna.anderson@outlook.com,22.91300169852846,2021-10-07,2022-06-25,127.85
799,Julia Martin,julia.martingmail.com,29.482824610034285,2022-06-19,2023-01-02,106.27
800,Mike Anderson,mike.anderson@gmail.com,41.520689934461714,2020-07-09,2020-10-05,35.85
801,Unknown Customer,unknown@email.com,35.03777272287592,2023-04-25,2023-05-21,13.62
802,Emma Harris,emma.harris@hotmail.com,49.759884421264196,2023-01-17,2023-03-18,773.24
803,Julia Wilson,julia.wilson@company.com,42.04714896157012,2022-10-17,2022-12-31,34.63
804,Lisa Johnson,lisa.johnson@company.com,32.53246575628103,2021-09-26,2022-05-20,1087.37
805,John Wilson,john.wilson@yahoo.com,26.122746032324393,2023-10-31,2024-06-16,156.49
806,Lisa Davis,lisa.davis@gmail.com,18.98467271707721,2023-01-27,2023-02-14,30.54
807,Julia Davis,julia.davis@hotmail.com,44.47903666617023,2021-08-04,2022-01-22,33.67
808,Jane Martin,jane.martin@hotmail.com,46.63482830903488,2022-02-22,,0.0
809,David Johnson,david.johnson@hotmail.com,34.38172485770425,2020-01-19,2020-05-24,29.19
810,Alex Smith,alex.smith@yahoo.com,41.03708442348496,2023-01-23,2023-03-02,26.54
811,Sarah Garcia,@sarah.garcia.com,27.131747366462676,2024-06-04,,0.0
812,Sarah Johnson,sarah.johnson@company.com,32.17146506171998,2024-06-26,2025-01-29,330.29
813,Mike Moore,mike.moore@hotmail.com,53.3449742064909,2024-06-26,,0.0
814,Lisa Harris,@lisa.harris.com,34.027448423339074,2023-09-03,2024-03-12,183.09
815,Sophie Harris,sophie.harris@hotmail.com,51.541635529538055,2021-03-18,2021-09-16,38.76
816,Sophie Moore,sophie.moore@.com,36.38989504672335,2024-04-12,2024-11-03,20.11
817,Mike Garcia,mike.garcia@hotmail.com,38.441289348591035,2020-12-25,2021-11-22,269.83
818,Julia Garcia,@julia.garcia.com,33.23353665577283,2024-07-12,2024-11-19,69.43
819,Chris Davis,chris.davis@yahoo.com,37.31116302477566,2024-07-27,2024-09-09,10.25
820,Sam Wilson,sam.wilson@outlook.com,63.70531562328791,2021-07-16,2022-07-09,2.21
821,Unknown Customer,unknown@email.com,33.62237301489124,2021-04-16,2022-02-28,40.66
822,Mike Johnson,@mike.johnson.com,41.80126071421016,2024-09-14,2025-06-13,79.97
823,Jane Jackson,jane.jackson@yahoo.com,43.53692695358595,2020-08-22,2021-03-11,112.93
824,Alex Martin,alex.martin@company.com,72.3549224125261,2023-11-18,,0.0
825,Sarah Garcia,sarah.garcia@yahoo.com,13.45228192843982,2023-12-11,2024-04-08,486.01
826,Lisa Garcia,lisa.garcia@outlook.com,31.038917699582754,2021-06-12,2022-04-30,5.55
827,Mike Brown,mike.brown@hotmail.com,26.189200136347544,2020-05-01,2020-05-09,70.52
828,Alex Martin,alex.martin@yahoo.com,33.30164435194583,2023-09-01,2024-01-13,51.82
829,Emma Wilson,emma.wilson@gmail.com,35.10540385877778,2023-08-22,2024-08-11,13.35
830,Unknown Customer,unknown@email.com,32.14780019646819,2022-01-22,2022-05-15,219.04
831,Sarah Martin,sarah.martin@hotmail.com,9.743005931371824,2021-12-12,2022-10-21,38.6
832,Anna Martin,anna.martin@hotmail.com,59.50613492641677,2023-12-10,2024-04-08,50.93
833,Sarah Johnson,sarah.johnson@outlook.com,32.76890622861475,2021-04-24,2021-11-20,17.94
834,Sam Moore,sam.moore@hotmail.com,15.807262853668266,2024-04-19,2024-07-31,67.36
835,Unknown Customer,unknown@email.com,50.45690869822853,2023-04-03,,0.0
836,Unknown Customer,unknown@email.com,35.17410799115185,2022-01-10,2023-01-01,122.26
837,Chris Brown,chris.brown@company.com,43.77200752142578,2024-01-11,2024-11-20,66.33
838,David Brown,david.brown@outlook.com,41.46121948659743,2020-08-04,2021-07-18,173.88
839,Alex Johnson,alex.johnson@yahoo.com,61.22113874043335,2020-09-22,,0.0
840,Jane Martin,jane.martin@gmail.com,26.759415883960457,2022-02-13,2022-03-12,28.49
841,Sam Thomas,sam.thomas@hotmail.com,32.955370815341645,2024-08-27,,0.0
842,Alex Brown,alex.brown@hotmail.com,25.24611691596122,2022-11-01,,0.0
843,Anna Garcia,anna.garcia@yahoo.com,10.106163787804263,2021-12-24,,0.0
844,Chris Harris,chris.harris@hotmail.com,34.735581631948754,2021-12-23,2022-11-10,138.93
845,Sarah Taylor,sarah.taylor@company.com,39.099922783431516,2020-09-24,,0.0
846,David Taylor,@david.taylor.com,31.74422026318043,2023-09-02,2023-11-25,145.23
847,Tom Davis,tom.davis@gmail.com,43.512230173463806,2021-06-29,2021-06-30,117.16
848,Lisa Taylor,lisa.taylorgmail.com,35.2334990662266,2021-06-30,2022-03-18,211.01
849,David Davis,david.davis@outlook.com,30.97707101758368,2024-02-06,2024-07-19,29.45
850,Tom Brown,tom.brown@outlook.com,18.907223440381173,2023-06-11,2023-12-29,24.01
851,Anna Moore,anna.mooregmail.com,34.75327331179391,2020-03-26,2020-08-05,19.07
852,David Martin,david.martin@company.com,38.470204077424704,2023-04-18,2023-11-21,11.61
853,Julia Taylor,julia.taylor@yahoo.com,42.31431254250322,2020-05-28,2020-12-16,23.71
854,Mark Wilson,mark.wilson@.com,16.335515193905092,2022-02-03,2022-06-18,27.12
855,Unknown Customer,unknown@email.com,39.01326217818226,2022-02-04,2022-08-19,19.23
856,Sophie Taylor,@sophie.taylor.com,52.73686278027733,2023-08-25,,0.0
857,Chris Wilson,chris.wilson@outlook.com,46.47554002509615,2022-12-28,2023-05-19,50.13
858,David Jackson,david.jackson@outlook.com,62.89607967023382,2023-01-14,,0.0
859,David Wilson,david.wilson@hotmail.com,13.150876666375805,2021-08-15,,0.0
860,Tom Davis,tom.davis@yahoo.com,26.530718202855617,2023-04-22,2023-10-04,7.84
861,John Harris,john.harris@company.com,33.61868367292113,2022-06-27,2023-01-17,210.93
862,David Davis,david.davis@gmail.com,30.84896805143395,2021-02-02,,0.0
863,David Jackson,david.jackson@outlook.com,25.79763154394537,2023-08-09,2024-08-05,44.43
864,Jane Davis,@jane.davis.com,35.816867230983455,2024-01-10,2024-04-15,79.0
865,Jane Anderson,jane.anderson@hotmail.com,37.97990171019059,2023-12-06,2024-08-08,12.57
866,Tom Davis,tom.davis@.com,35.937412822832194,2022-06-08,2022-11-12,53.69
867,Sophie Wilson,sophie.wilsongmail.com,22.11573609298697,2022-08-17,2022-09-04,112.03
868,John Thomas,john.thomas@outlook.com,35.97299051480989,2023-12-18,2024-01-03,67.87
869,Emma Thomas,emma.thomas@hotmail.com,200.0,2024-07-28,2024-09-22,267.12
870,Jane Harris,jane.harris@company.com,50.081322540330746,2023-02-25,2023-12-06,84.88
871,John Jackson,john.jackson@hotmail.com,34.65969284891151,2021-09-29,2022-01-13,7.41
872,Anna Anderson,anna.anderson@gmail.com,27.94693337000414,2024-05-12,2024-08-20,29.39
873,Mark Taylor,mark.taylor@outlook.com,18.414128368694357,2021-09-11,,0.0
874,Mark Moore,mark.moore@gmail.com,41.58958467158741,2021-08-08,2021-11-02,11.03
875,Sam Smith,sam.smith@gmail.com,35.34609045923974,2022-07-04,,0.0
876,Emma Martin,emma.martin@company.com,19.67773068270703,2023-06-10,2023-08-28,193.2
877,Anna Smith,anna.smith@.com,46.382102519162366,2023-04-20,2023-08-04,52.97
878,Emma Martin,emma.martin@company.com,39.24107028566668,2022-11-18,2023-02-02,294.35
879,Unknown Customer,unknown@email.com,31.674374369117352,2022-04-20,2022-07-10,7.98
880,John Martin,john.martin@gmail.com,25.494482883375962,2020-11-25,,0.0
881,Mike Anderson,mike.anderson@yahoo.com,43.087578307427634,2020-04-04,2020-10-06,31.2
882,Unknown Customer,unknown@email.com,36.06447486853708,2020-12-18,2021-02-27,86.83
883,Emma Jackson,emma.jackson@hotmail.com,37.77835884563452,2022-09-10,2023-02-11,22.77
884,Sarah White,sarah.white@yahoo.com,46.426204921241236,2024-08-06,,0.0
885,Mike Taylor,mike.taylor@.com,30.51918774518293,2021-10-07,2021-11-23,1.02
886,Mike White,mike.white@hotmail.com,26.317040916318852,2020-05-18,2020-10-14,7.79
887,David Garcia,david.garcia@yahoo.com,34.99372971598366,2024-05-15,,0.0
888,Emma Jackson,@emma.jackson.com,37.920725670892345,2024-05-15,,0.0
889,Unknown Customer,unknown@email.com,9.878732537520097,2020-09-11,2021-01-08,412.31
890,Anna Smith,anna.smith@hotmail.com,45.30182206303495,2024-04-04,2025-03-27,213.55
891,Emma Thomas,emma.thomas@gmail.com,45.02729630143964,2020-04-01,2020-12-19,3.61
892,Sam Johnson,sam.johnson@outlook.com,42.54522294908854,2020-02-06,2020-05-19,22.76
893,Unknown Customer,unknown@email.com,30.71154684300085,2020-05-19,,0.0
894,Sarah Garcia,sarah.garcia@hotmail.com,40.89069454569886,2021-11-10,2021-11-18,62.22
895,Alex Jackson,alex.jackson@company.com,29.269710932745564,2023-04-16,,0.0
896,Sam Johnson,sam.johnson@outlook.com,11.63313170394683,2024-06-29,2024-10-14,12.04
897,Sarah Harris,sarah.harris@outlook.com,59.40536978891794,2024-07-21,2024-08-08,26.8
898,Jane Moore,jane.moore@company.com,33.05274661917036,2022-10-25,2023-08-09,7.32
899,Sam Harris,sam.harris@outlook.com,28.077714863397386,2021-10-23,2022-05-26,1004.06
900,Sophie Smith,sophie.smith@outlook.com,35.06303735971411,2021-02-18,,0.0
901,Chris Thomas,chris.thomas@yahoo.com,47.94404909033613,2020-12-08,2021-09-23,62.71
902,Mark Garcia,mark.garcia@hotmail.com,26.130888611858346,2024-06-05,2024-11-10,28.92
903,Alex Johnson,alex.johnson@company.com,19.56853529251462,2020-05-25,2020-06-28,5.27
